headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,,what about,（提案・勧誘・依頼を表して）...はどうですか / （意見・感想・説明を求めて）...についてはどうお考えですか,,（提案・勧誘・依頼を表して）...はどうですか / （意見・感想・説明を求めて）...についてはどうお考えですか,/wʌt əˈbaʊt/,239687,What about going to the movies tonight?,今夜映画に行くのはどうですか？,3007196
,,,,in other words,《言い換え》言い換えれば / 《推論結果》つまり（…ということだ）,,《言い換え》言い換えれば / 《推論結果》つまり（…ということだ）,/ɪn ˈʌðər wɜːrds/,239688,"In other words, he is saying that we should start over.",言い換えれば、彼は私たちが最初からやり直すべきだと言っている。,3007199
,,,,not even,"...でさえない, ...さえない",,"...でさえない, ...さえない",/nɑt ˈivən/,239690,I can't believe he [[didn't even|not even]] apologize.,彼が謝罪さえしなかったことが信じられない。,3007200
,,,,short term,"【形】短期間の, 短期の, 短期満期の",,"【形】短期間の, 短期の, 短期満期の",/ʃɔrt tɜrm/,239734,I am planning a short term trip to Europe.,私はヨーロッパへの短期間の旅行を計画しています。,3007245
,,,,known to,《be ~ 》...に知られている,,《be ~ 》...に知られている,/nəʊn tuː/,239695,He is known to be a talented musician.,彼は才能あるミュージシャンとして知られている。,3007207
,,,,in the event,"結局のところ / 《...の》場合には《of ...》/ ...ということが起こる場合,  万一...という場合には《that ...》",,"結局のところ / 《...の》場合には《of ...》/ ...ということが起こる場合,  万一...という場合には《that ...》",/ɪn ðə ɪˈvɛnt/,239700,"In the event of bad weather, the outdoor concert will be moved indoors.",悪天候の場合、屋外コンサートは屋内に移動されます。,3007211
,,,,they say,"（うわさで）…らしい, ...ということだ, ...だってさ《that ...》",,"（うわさで）…らしい, ...ということだ, ...だってさ《that ...》",/ðeɪ seɪ/,239701,They say he's a millionaire.,彼は百万長者らしいと言われている。,3007209
,,,,so called,"【形】…と称する, 自称…の / いわゆる, 世間一般に言われる / そう称されるのは...《because ...》",,"【形】…と称する, 自称…の / いわゆる, 世間一般に言われる / そう称されるのは...《because ...》",/səʊ kɔːld/,239702,He is the so called 'king of pop'.,彼はいわゆる「ポップの王様」だ。,3007213
,,,,take into account,...を考慮に入れる,,...を考慮に入れる,/teɪk/ /ˈɪntuː/ /əˈkaʊnt/,239703,"When making a decision, it is important to take into account all the relevant factors.",意思決定をする際には、関連する要素をすべて考慮に入れることが重要です。,3007214
,,,,at the same time,"同時に,それと同時に / 併せて, いっぺんに / その一方で",,"同時に,それと同時に / 併せて, いっぺんに / その一方で",/æt ðə seɪm taɪm/,239705,I can walk and chew gum at the same time.,私は同時に歩きながらガムを噛むことができます。,3007216
,,,,turn up,"を見つける,を発見する,に気づく / （音や熱など）を大きくする,を上げる / 現れる, 姿を現す",,"を見つける,を発見する,に気づく / （音や熱など）を大きくする,を上げる / 現れる, 姿を現す",/tɜrn ʌp/,239707,I couldn't turn up my keys anywhere.,どこにも鍵が見つからなかった。,3007217
,,,,whether or not,…かどうか /  …であろうとなかろうと / いずれにせよ,,…かどうか /  …であろうとなかろうと / いずれにせよ,/ˈwɛðər ɔr ˈnɑt/,239711,I don't know whether or not she will come to the party.,彼女がパーティーに来るかどうかわかりません。,3007224
,,,,or something,...か何か,,...か何か,/ɔr ˈsʌmθɪŋ/,239717,Do you want coffee or something?,コーヒーか何か欲しいですか？,3007226
,,,,to date,"これまで, 今まで, 現在までのところ",,"これまで, 今まで, 現在までのところ",/tuː deɪt/,239729,"To date, I have visited 10 different countries.",これまでに、私は10か国を訪れました。,3007237
,,,,too many,"【名】多過ぎるもの, 余分なもの【形】多すぎる【副】多すぎて",,"【名】多過ぎるもの, 余分なもの【形】多すぎる【副】多すぎて",/tuː ˈmɛni/,239731,There are too many books on the shelf.,本棚には本が多過ぎます。,3007240
,,,,in the course of,"《かたく》...の間に, ...のうちに, ...の途上で, ...の過程で",,"《かたく》...の間に, ...のうちに, ...の途上で, ...の過程で",/ɪn ðə kɔːrs ʌv/,239732,"In the course of the meeting, several important decisions were made.",会議の間に、いくつかの重要な決定がされました。,3007242
,,,,in charge,（人が物を）管理して / （仕事・事件などを）担当して / 責任を負って,,（人が物を）管理して / （仕事・事件などを）担当して / 責任を負って,/ɪn tʃɑːrdʒ/,239745,He is in charge of managing the project.,彼はプロジェクトの管理を担当しています。,3007255
,,,,feel like,"...したいような気がする, ...したい気分である",,"...したいような気がする, ...したい気分である",/fil laɪk/,239746,I feel like going for a walk.,散歩に行きたいような気がする。,3007257
,,,,take part in,（会・活動など）に参加する,,（会・活動など）に参加する,/teɪk pɑːrt ɪn/,239748,I will take part in the meeting tomorrow.,明日、私は会議に参加します。,3007258
,,,,more or less,"いくらか, 多かれ少なかれ / だいたい, ほとんど / およそ, 約",,"いくらか, 多かれ少なかれ / だいたい, ほとんど / およそ, 約",/mɔr ɔr lɛs/,239733,I have more or less finished my work.,私はいくらか仕事を終えました。,3007241
,,,,led by,"《be ~ 》...に導かれる, ...を長としている",,"《be ~ 》...に導かれる, ...を長としている",/lɛd baɪ/,239739,The team was led by an experienced coach.,チームは経験豊富なコーチに導かれました。,3007247
,,,,more and more,"だんだん, ますます / 《名詞の前で》ますます多くの / ますます多くの...《of ...》",,"だんだん, ますます / 《名詞の前で》ますます多くの / ますます多くの...《of ...》",/mɔːr ænd mɔːr/,239740,She is becoming more and more confident in her abilities.,彼女は自分の能力にだんだん自信を持ってきている。,3007249
,,,,have a look,"《...を》ちょっと見る, ちらっと見る《at ...》 / 《...の中を》見る《in ...》",,"《...を》ちょっと見る, ちらっと見る《at ...》 / 《...の中を》見る《in ...》",/hæv ə lʊk/,239741,Have a look at this new book.,この新しい本をちょっと見てください。,3007251
,,,,believe in,"（神･架空の人･奇跡など）の存在を信じる, ...がいると思う / （考え･方針･教義など）を《…として》良いと認める《as ...》 / （人の能力や判断など）を信頼する",,"（神･架空の人･奇跡など）の存在を信じる, ...がいると思う / （考え･方針･教義など）を《…として》良いと認める《as ...》 / （人の能力や判断など）を信頼する",/bɪˈliːv ɪn/,239742,I believe in the power of love.,私は愛の力を信じています。,3007250
,,,,put it,【句動詞】それを置く、置いておく,,【句動詞】それを置く、置いておく,/pʊt ɪt/,239743,"Put it there, not here.",ここではなくあそこに置きなさい。,136332
,,,,in any case,"いずれにせよ, とにかく / いかなる場合でも, 必ず",,"いずれにせよ, とにかく / いかなる場合でも, 必ず",/ɪn ˈɛni keɪs/,239762,"In any case, I will be there for you.",いずれにせよ、私はあなたのそばにいるでしょう。,3007271
,,,,thanks to,《肯定的に》 （人･事･物）のおかげで / 《否定的に》...のせいで,,《肯定的に》 （人･事･物）のおかげで / 《否定的に》...のせいで,/θæŋks tuː/,239763,"Thanks to my friends, I had a great birthday party.",友人たちのおかげで、私は素晴らしい誕生日パーティーを過ごすことができた。,3007273
,,,,in need,"《be ~》困窮している, 貧乏している, 困っている",,"《be ~》困窮している, 貧乏している, 困っている",/ɪn niːd/,239939,I am in need of some financial assistance.,私はいくらかの経済的援助が必要です。,3007443
,,,,take off,"を脱ぐ / 急に場所を離れる / 地面を離れて上昇する,離陸する",,"を脱ぐ / 急に場所を離れる / 地面を離れて上昇する,離陸する",/teɪk ɒf/,239789,I need to [[take off]] my shoes before entering the house.,家に入る前に靴を脱がなければなりません。,3007297
,,,,so as to,《目的》 …するために,,《目的》 …するために,/səʊ æz tə/,239790,I woke up early so as to catch the first train.,始発に間に合うように早起きした。,3007298
,,,,take advantage,《機会・状況・利点・成果などを》利用する《of ...》 / 《失敗・無知・厚意などに》付け込む《of ...》,,《機会・状況・利点・成果などを》利用する《of ...》 / 《失敗・無知・厚意などに》付け込む《of ...》,/teɪk ədˈvæntɪdʒ/,239791,I always try to take advantage of every opportunity that comes my way.,私は常にやってくるすべての機会を利用しようとします。,3007301
,,,,short of,"...以外は, ...を除いて / （場所・物）の手前で / （事）なしで, ...がなかったら",,"...以外は, ...を除いて / （場所・物）の手前で / （事）なしで, ...がなかったら",/ʃɔrt ɒv/,239792,"I have everything I need, [[short of]] money.",お金以外は必要なものは全て持っています。,3007299
,,,,over the years,長年にわたって / 何年かたつ間に,,長年にわたって / 何年かたつ間に,/ˈoʊ.vɚ ðə jɪərz/,239793,"Over the years, I have learned many valuable lessons.",長年にわたって、私は多くの貴重な教訓を学びました。,3007302
,,,,switch on,（人が）スイッチを入れる / （機械などが）スイッチが入る,,（人が）スイッチを入れる / （機械などが）スイッチが入る,/swɪtʃ ɒn/,239794,He switched on the light.,彼はライトをつけた。,3007300
,,,,could hardly,ほとんど...できなかった,,ほとんど...できなかった,/kʊd ˈhɑrdli/,239796,She could hardly speak Japanese.,彼女はほとんど日本語が話せなかった。,3007305
,,,,bring up,を持ち出す / を育てる,,を持ち出す / を育てる,/bɹɪŋ ʌp/,239788,I want to bring up an important topic during the meeting.,会議中に重要な話題を取り上げたいと思います。,3007296
,,,,in the same way,"《...と》 同様に,同じように《as ...》",,"《...と》 同様に,同じように《as ...》",/ɪn ðə seɪm weɪ/,239811,She approached the problem in the same way as her colleague.,彼女は同僚と同様に問題に取り組んだ。,3007320
,,,,set off,"《...に》出発する《for ...》,《...し》始める《to do》/ を爆発させる,（警報など）を鳴らす/ のきっかけとなる,（意図せずに）を引き起こす",,"《...に》出発する《for ...》,《...し》始める《to do》/ を爆発させる,（警報など）を鳴らす/ のきっかけとなる,（意図せずに）を引き起こす",/sɛt ɒf/,239830,I will set off for the airport tomorrow morning.,明日の朝、私は空港に出発します。,3007338
,,,,just about,"《くだけて》ほとんど, およそ, だいたい / かろうじて, なんとか",,"《くだけて》ほとんど, およそ, だいたい / かろうじて, なんとか",/dʒʌst əˈbaʊt/,239835,I've eaten just about everything on the menu.,私はメニューのほぼすべてを食べました。,3010027
,,,,large scale,"【形】大規模な, 大縮尺の（地図など）",,"【形】大規模な, 大縮尺の（地図など）",/lɑrdʒ skeɪl/,239838,The company is planning a large-scale expansion of its operations.,会社は事業の大規模な拡大を計画しています。,3007347
,,,,by means of,"《かたく》 （物・方法）によって, ...を用いて",,"《かたく》 （物・方法）によって, ...を用いて",/baɪ minz ʌv/,239840,He solved the problem by means of a new approach.,彼は新しいアプローチによって問題を解決した。,3007345
,,,,good at,"《be ~》...が得意である, ...が上手である",,"《be ~》...が得意である, ...が上手である",/ɡʊd æt/,239847,She is good at playing the piano.,彼女はピアノが得意です。,3007353
,,,,amount to,"（合計で金額・数量が）...に達する, ...になる / （言動・状況などが）...も同然である, 要するに...に等しい/ （人・言動の価値が）...になる",,"（合計で金額・数量が）...に達する, ...になる / （言動・状況などが）...も同然である, 要するに...に等しい/ （人・言動の価値が）...になる",/əˈmaʊnt tuː/,239849,The profit will amount to three million dollars.,利益は３００万ドルになるでしょう。,4387
,,,,run by,"《be ~》...によって経営される, ...によって切り盛りされる",,"《be ~》...によって経営される, ...によって切り盛りされる",/rʌn baɪ/,239851,The company is run by a group of experienced executives.,その会社は経験豊富な幹部グループによって経営されています。,3007358
,,,,yet another,"さらにもう一つの, さらに別の, なお一層の",,"さらにもう一つの, さらに別の, なお一層の",/jɛt əˈnʌðər/,239857,This is [[yet another]] example of how technology is changing the world.,これはテクノロジーが世界を変えていく例のもうひとつです。,1625359
,,,,key to," （理解・成功・解決へつながる）の鍵,  ...の手がかり, ...の秘訣",," （理解・成功・解決へつながる）の鍵,  ...の手がかり, ...の秘訣",/kiː tuː/,239858,Communication is the key to understanding.,コミュニケーションは理解へつながる鍵です。,3007361
,,,,if so,"もしそうなら, そうだとしたら",,"もしそうなら, そうだとしたら",/ɪf so/,239861,"If so, please let me know.",もしそうなら、教えてください。,3007366
,,,,in view of,"（物・事）から判断して, ...を考慮して",,"（物・事）から判断して, ...を考慮して",/ɪn vjuː ʌv/,239863,"In view of the recent events, we have decided to cancel the trip.",最近の出来事を考慮して、私たちは旅行をキャンセルすることにしました。,3007368
,,,,in detail,"（説明などが）詳細に, 詳しく / 項目ごとに",,"（説明などが）詳細に, 詳しく / 項目ごとに",/ɪn dɪˈteɪl/,239864,Please explain the process in detail.,プロセスを詳細に説明してください。,3007369
,,,,by contrast,"それに比べて,対照的に",,"それに比べて,対照的に",/baɪ ˈkɒntræst/,239875,"By contrast, she prefers tea over coffee.",それに比べて、彼女はコーヒーよりも紅茶を好む。,3007381
,,,,run out,"《時間･金･忍耐などが》尽きる,無くなる,使い果たす《of ...》/ 走って外に出る,走り出る",,"《時間･金･忍耐などが》尽きる,無くなる,使い果たす《of ...》/ 走って外に出る,走り出る",/rʌn aʊt/,239876,I need to go to the store because I've run out of milk.,牛乳がなくなったので、お店に行かなければなりません。,3007383
,,,,in principle,"原則として, 原理上は, （実際はともかく）理論的には",,"原則として, 原理上は, （実際はともかく）理論的には",/ɪn ˈprɪnsəpl/,239877,"In principle, I agree with your proposal.",原則として、あなたの提案に同意します。,3007380
,,,,add to,"（量・費用など）を増す,を増加させる / （感情など）を強める / 《 ~ that / this ...》それに加えて...だ",,"（量・費用など）を増す,を増加させる / （感情など）を強める / 《 ~ that / this ...》それに加えて...だ",/æd tuː/,239878,I need to add more money to my savings account.,貯金口座にもっとお金を増やさなければなりません。,3007382
,,,,as yet,"《疑問文・否定文で》今までのところは, 今のところまだ, いまだに",,"《疑問文・否定文で》今までのところは, 今のところまだ, いまだに",/æz jɛt/,239879,I haven't received any updates as yet.,今のところ、私はまだ何の更新も受け取っていません。,3007384
,,,,at risk,【形】危険にさらされている / 世話を必要とする / 《be ~》...の危険性がある《for / of / from ...》,,【形】危険にさらされている / 世話を必要とする / 《be ~》...の危険性がある《for / of / from ...》,/æt rɪsk/,239880,Children living in poverty are at risk of not receiving proper education.,貧困状態に暮らす子供たちは適切な教育を受ける危険にさらされています。,3007386
,,,,a mere,"ほんの, 単なる / 単に…にすぎない, まったく…にすぎない",,"ほんの, 単なる / 単に…にすぎない, まったく…にすぎない",/ə mɪər/,239881,He is a mere child.,彼はほんの子供です。,3007385
,,,,to the point,"適切な, 的を射た / 《get ~》要点を言う, 核心をつく",,"適切な, 的を射た / 《get ~》要点を言う, 核心をつく",/tu ðə pɔɪnt/,239871,Let's get straight to the point.,単刀直入に言おう。,3007374
,,,,to me,"（自分の意見を述べる場合の）私にとって, 私の中では",,"（自分の意見を述べる場合の）私にとって, 私の中では",/tuː miː/,239897,"To me, honesty is the most important quality in a person.",私にとって、誠実さは人にとって最も重要な資質です。,3007404
,,,,with respect to,"《かたく》 （物・事）に関しては, ...については",,"《かたく》 （物・事）に関しては, ...については",/wɪθ rɪˈspɛkt tuː/,239901,"With respect to the new policy, we will need to make some adjustments.",新しい方針に関しては、いくつかの調整が必要です。,3007405
,,,,when it comes to,"《くだけて》...のこととなると, ...に関しては / ...を処理するとなると",,"《くだけて》...のこととなると, ...に関しては / ...を処理するとなると",/wɛn ɪt kʌmz tuː/,239928,"When it comes to cooking, she is the best.",料理のこととなると、彼女は最高だ。,3007433
,,,,would you like,（相手に勧めて）...はいかがですか？ / 《~ to do》…なさりたいですか？,,（相手に勧めて）...はいかがですか？ / 《~ to do》…なさりたいですか？,/wʊd juː laɪk/,239938,Would you like some tea?,お茶はいかがですか？,3007442
,,,,given that,"...を考えると, ...を考慮すると,だとすれば",,"...を考えると, ...を考慮すると,だとすれば",/ˈɡɪvən ðæt/,239921,"[[Given that]] it's raining, we should bring an umbrella.",雨が降っていると考えると、傘を持って行くべきです。,3007426
,,,,allow for,"（事態・条件など）を考慮に入れる, 見越す  / （時間・費用など）の余裕を見ておく / （設計・制度などが）〜を可能にする",,"（事態・条件など）を考慮に入れる, 見越す  / （時間・費用など）の余裕を見ておく / （設計・制度などが）〜を可能にする",/əˈlaʊ fɔːr/,239943,We should allow for unexpected situations.,予期せぬ事態を見越しておくべきです。,3007446
,,,,over time,"【副】やがて, 時が経つにつれ / ゆっくりと時間をかけて, 徐々に",,"【副】やがて, 時が経つにつれ / ゆっくりと時間をかけて, 徐々に",/ˈoʊvər taɪm/,239953,"[[Over time]], the once vibrant city has become a ghost town.",かつては活気にあふれていた街も、時が経つにつれてゴーストタウンと化してしまった。,1623025
,,,,the other day,"《くだけて》 先日, 先だって, この間",,"《くだけて》 先日, 先だって, この間",/ðə ˈʌðər deɪ/,239955,I ran into my old friend the other day.,先日、昔の友達に偶然会った。,3007456
,,,,in theory,"理論的には, 理論上は, 理屈の上では",,"理論的には, 理論上は, 理屈の上では",/ɪn ˈθɪəri/,239956,"In theory, everything should work perfectly.",理論的には、すべてが完璧に動作するはずです。,3007461
,,,,for good,"《話》いつまでも,（これから先も）ずっと, 永久に / これを最後に",,"《話》いつまでも,（これから先も）ずっと, 永久に / これを最後に",/fɔr ɡʊd/,239958,He stayed in the same job [[for good]].,彼は同じ仕事にいつまでもとどまった。,3007460
,,,,opposed to,"《be ~ 》...に反対している, ...に向かい合っている",,"《be ~ 》...に反対している, ...に向かい合っている",/əˈpoʊzd tuː/,239959,I am opposed to the idea of raising taxes.,私は税金を上げるという考えに反対しています。,3007459
,,,,common sense,"常識, 良識, 分別 / 《It is ~ for A to do/that ...》Aが...ということは良識的な判断だ",,"常識, 良識, 分別 / 《It is ~ for A to do/that ...》Aが...ということは良識的な判断だ",/ˈkɒmən sɛns/,239960,Using turn signals while driving is common sense.,運転中にウィンカーを使うのは常識です。,3007462
,,,,thought of as,《be ~》...であると考えられる,,《be ~》...であると考えられる,/θɔt ʌv æz/,239957,He is [[thought of as]] a genius.,彼は天才と考えられている。,3007457
,,,,in a sense,"ある意味では / ある程度までは,一面では",,"ある意味では / ある程度までは,一面では",/ɪn ə sɛns/,239970,"In a sense, he is right.",ある意味では彼は正しい。,3007470
,,,,on average,"平均で, 平均して / 一般に, 大抵は",,"平均で, 平均して / 一般に, 大抵は",/ɒn ˈævərɪdʒ/,239971,"On average, people spend 2 hours a day on social media.",平均して、人々は1日に2時間をソーシャルメディアに費やしています。,3007476
,,,,to blame,《be ~ 》責めを負うべきである / 《be ~ for ...》...の責任がある,,《be ~ 》責めを負うべきである / 《be ~ for ...》...の責任がある,/tu: bleɪm/,239981,He is to blame for the accident.,彼はその事故の責めを負うべきである。,3007483
,,,,up and down,"上下に, 上がったり下がったり / あちこちと, 行ったり来たり / 良くなったり悪くなったり, 波があって",,"上下に, 上がったり下がったり / あちこちと, 行ったり来たり / 良くなったり悪くなったり, 波があって",/ʌp/ /ænd/ /daʊn/,239993,She looked up and down the street before crossing.,彼女は道路を横断する前に上下に見回した。,3007492
,,,,a case of,【イディオム】〜の場合 / 【フレーズ】〜の例,,【イディオム】〜の場合 / 【フレーズ】〜の例,/ə keɪs ʌv/,239995,This is a case of mistaken identity.,これは間違った身元の例です。,3007498
,,,,in which case,"《前文の内容を受けて》もしもそうした場合には, もしそうなった場合には",,"《前文の内容を受けて》もしもそうした場合には, もしそうなった場合には",/ɪn wɪtʃ keɪs/,239998,"[[In which case]], please let me know.",その場合は、教えてください。,1628057
,,,,no sign of,"...の兆候がなくて, ...の兆しがなくて / ...の影も形もなくて,...の痕跡がなくて",,"...の兆候がなくて, ...の兆しがなくて / ...の影も形もなくて,...の痕跡がなくて",/nəʊ saɪn əv/,239999,There is no sign of rain.,雨の兆候がない。,3007495
,,,,just as,"...と全く同じように, ...のとおりに / ...と同じ程度に / ちょうど...のときに",,"...と全く同じように, ...のとおりに / ...と同じ程度に / ちょうど...のときに",/dʒʌst æz/,240000,"Just as the sun rises in the east, so does hope rise in our hearts.",太陽が東から昇るように、希望も私たちの心に湧き上がる。,3007501
,,,,in a position to,"《be ~》...する立場にある, ...できる立場にある",,"《be ~》...する立場にある, ...できる立場にある",/ɪn ə pəˈzɪʃən tuː/,240002,He is now in a position to make a big difference in the company.,彼は今、会社で大きな違いを生むための立場にいます。,3010198
,,,,to come,"《名詞の後で》未来の, この先に来る",,"《名詞の後で》未来の, この先に来る",/tə kʌm/,240003,The opportunities to come will shape our future.,これから訪れる機会が、私たちの未来を形作るでしょう。,6550120
,,,,turn back,"引き返す, 戻る / 元に戻る, 方針を変える / （人）を引き返させる, （物）を戻す",,"引き返す, 戻る / 元に戻る, 方針を変える / （人）を引き返させる, （物）を戻す",/tɜrn bæk/,240012,"I realized I forgot my wallet at home, so I had to turn back and get it.",財布を家に忘れたことに気づいて、引き返して取りに戻らなければなりませんでした。,3007509
,,,,well being,"【名/U】（人の）幸福 / 福利, 健康 / 繁栄 / （国の経済などの）健全性",,"【名/U】（人の）幸福 / 福利, 健康 / 繁栄 / （国の経済などの）健全性",/wɛl ˈbiːɪŋ/,240015,Taking care of your physical and mental health is important for your overall well-being.,身体と心の健康に気を使うことは、総合的な幸福感にとって重要です。,3007512
,,,,hold up,"を掲げる / （良い状態で）持ちこたえる / を遅らせる,を阻む / 強盗する",,"を掲げる / （良い状態で）持ちこたえる / を遅らせる,を阻む / 強盗する",/həʊld ʌp/,240020,Can you hold up the sign for everyone to see?,皆が見るために、その看板を掲げてもらえますか？,6510352
,,,,get out,"出る,  ...から出す,から逃げ出す《of ...》",,"出る,  ...から出す,から逃げ出す《of ...》",/ɡɛt aʊt/,239630,I need to get out of the house and get some fresh air.,家を出て新鮮な空気を吸いたい。,3007141
,,,,account for,"...の割合を占める / （出来事・状況）の原因となる, ...を説明する / （行動・状態など）を釈明する, ...の理由を説明する",,"...の割合を占める / （出来事・状況）の原因となる, ...を説明する / （行動・状態など）を釈明する, ...の理由を説明する",/əˈkaʊnt fɔːr/,239635,The expenses for advertising account for a large portion of our budget.,広告費は予算の大部分を占めています。,3007147
,,,,out of,"《運動・位置》...から外へ, ...から抜け出して,（ある数）の中から / 《原材料》...から作り出して, ...を材料として / 《動機・理由》...から , ...で, ...のために",,"《運動・位置》...から外へ, ...から抜け出して,（ある数）の中から / 《原材料》...から作り出して, ...を材料として / 《動機・理由》...から , ...で, ...のために",/aʊt ɒv/,239647,He ran out of the house.,彼は家から外へ走り出した。,3007160
,,,,turn out,"...だとわかる, ...だと判明する《C / to be》",,"...だとわかる, ...だと判明する《C / to be》",/tɜːrn aʊt/,239648,It turns out that he is a talented musician.,彼は才能あるミュージシャンだとわかる。,3007162
,,,,look after,...の世話をする / ...に気を配る,,...の世話をする / ...に気を配る,/lʊk ˈæftər/,239649,I will look after my little sister while my parents are away.,両親が留守の間、私は妹の世話をします。,3007164
,,,,be expected to,...と期待されている /  ...するはずである,,...と期待されている /  ...するはずである,/bi ɪkˈspɛktɪd tuː/,239598,She is expected to win the competition.,彼女は競技に勝つことが期待されている。,3007111
,,,,once again,"もう1度, また / ふたたび, 以前のように / 《主に文頭で》またしても, 繰り返して言うが",,"もう1度, また / ふたたび, 以前のように / 《主に文頭で》またしても, 繰り返して言うが",/wʌns əˈɡɛn/,239673,Let's try once again.,もう1度やってみましょう。,3007183
,,,,something like,"（人･物･事）のようなもの, ...によく似たもの, ちょっと...のような / およそ（数量など）,約..., だいたい... / 大した..., すてきな...",,"（人･物･事）のようなもの, ...によく似たもの, ちょっと...のような / およそ（数量など）,約..., だいたい... / 大した..., すてきな...",/sʌmθɪŋ laɪk/,239694,He is something like a genius.,彼は天才のようなものだ。,3007204
,,,,break up,"【名/U/C】 《...の》解消, 絶縁, 崩壊, 分裂, 解体 《of ...》/ 破綻する,別れる；（結婚・関係など）を終わらせる / ばらばらになる,分解される； をばらばらに分解する",,"【名/U/C】 《...の》解消, 絶縁, 崩壊, 分裂, 解体 《of ...》/ 破綻する,別れる；（結婚・関係など）を終わらせる / ばらばらになる,分解される； をばらばらに分解する",/bɹeɪk ʌp/,239843,They decided to break up after five years of dating.,彼らは5年間の交際の後、別れることを決めました。,3007349
